

OSG efficiency summary by Site & VO for  2017-04-01 - 2017-05-01 (midnight UTC - midnight UTC)
including all jobs that finished in that time period.
Wall Duration (Wall) is expressed in hours and rounded to the nearest hour. Wall
Duration is the duration between the instant the job started running
and the instant the job ended its execution.
Deltas are the differences with the previous period.
For all jobs finished between 2017-04-01 and 2017-05-01 (midnight UTC)
---------------------------------------------------------------------------------------------------------------------------------------------------------
  #   | Site                   | VO              |     Cores |     Njobs |     Delta |      Wall |      Delta | CpuToWall | Delta | %Effi | Delta
---------------------------------------------------------------------------------------------------------------------------------------------------------
95 . 	FIFE_SUBMIT 	gm2 	1 	101,466 	-40,853 	83,368.8 	-17,120 	0.79 	-0.10 	79 	-10
96 . 	FIFE_SUBMIT 	lariat 	1 	38,832 	13,894 	17,913.8 	-5,857 	0.59 	-0.17 	59 	-17
97 . 	FIFE_SUBMIT 	mars 	1 	33,366 	-1,163 	362,550.9 	36,072 	0.92 	0.07 	92 	7
98 . 	FIFE_SUBMIT 	microboone 	1 	529,085 	62,462 	545,771.5 	-107,740 	0.69 	-0.09 	69 	-9
99 . 	FIFE_SUBMIT 	minerva 	1 	209,823 	65,586 	249,372.4 	-43,629 	0.74 	0.00 	74 	0
100. 	FIFE_SUBMIT 	minos 	1 	278,650 	120,911 	813,154.3 	-168,753 	0.98 	0.12 	98 	12
101. 	FIFE_SUBMIT 	mu2e 	1 	170,560 	56,661 	426,702.0 	-30,935 	0.9 	0.12 	90 	12
102. 	FIFE_SUBMIT 	nova 	1 	328,978 	10,279 	1,294,527.0 	-453,199 	0.65 	-0.12 	65 	-12
103. 	FIFE_SUBMIT 	numix 	1 	200 	-850 	33.4 	-1,463 	0.66 	0.32 	66 	32
104. 	FIFE_SUBMIT 	sbnd 	1 	1,500 	-9,274 	67.9 	-191,827 	0.25 	-0.64 	25 	-64
105. 	FIFE_SUBMIT 	seaquest 	1 	7,361 	2,669 	22,361.9 	14,771 	0.84 	-0.05 	84 	-5
106. 	FIU_HPCOSG_CE 	osg 	1 	377 	246 	11,565.6 	-3,499 	0.69 	-0.11 	69 	-11
107. 	FLTECH 	cms 	1 	7,827 	6,085 	7,231.1 	5,258 	0.48 	0.06 	48 	6
108. 	FLTECH 	glow 	1 	18,508 	17,769 	37,964.9 	30,661 	0.67 	0.03 	67 	3
109. 	FLTECH 	osg 	1 	7,604 	6,376 	40,192.5 	34,760 	0.69 	-0.01 	69 	-1
110. 	FNAL_GPGRID_4 	atlas 	1 	0 	-1,104 	0 	-1,353 	0.0 	-0.47 	0 	-47
111. 	FNAL_GPGRID_4 	atlas 	8 	1,026 	1,026 	5,652.2 	5,652 	0.96 	0.96 	12 	12
112. 	FNAL_GPGRID_4 	fermilab 	8 	13,965 	1,885 	520,371.9 	-200,837 	4.97 	-0.05 	62 	-1
113. 	FNAL_GPGRID_4 	glow 	1 	69 	69 	1,650.5 	1,650 	0.0 	0.00 	0 	0
114. 	FNAL_GPGRID_4 	glow 	8 	611 	179 	12,288.0 	2,633 	3.65 	-0.10 	46 	-1
115. 	FNAL_GPGRID_4 	hcc 	8 	448 	448 	7,909.9 	7,909 	3.58 	3.58 	45 	45
116. 	FNAL_GPGRID_4 	icecube 	8 	63 	63 	112.6 	112 	3.68 	3.68 	46 	46
117. 	FNAL_GPGRID_4 	nova 	8 	0 	-21 	0 	-54 	0.0 	-4.27 	0 	-53
118. 	FNAL_GPGRID_4 	osg 	1 	33 	-51 	772.9 	-1,191 	0.0 	0.00 	0 	0
119. 	FNAL_GPGRID_4 	osg 	8 	866 	182 	17,152.9 	2,065 	4.79 	-0.47 	60 	-6
120. 	FNAL_GPGRID_4 	sbgrid 	8 	60 	59 	350.4 	344 	5.11 	-0.30 	64 	-4
121. 	FNAL_GPGRID_5 	atlas 	1 	0 	-1,035 	0 	-1,365 	0.0 	-0.49 	0 	-49
122. 	FNAL_GPGRID_5 	atlas 	8 	880 	880 	4,939.4 	4,939 	0.95 	0.95 	12 	12
123. 	FNAL_GPGRID_5 	des 	1 	2,150 	-4,981 	3,235.2 	-28,053 	0.7 	0.12 	70 	12
124. 	FNAL_GPGRID_5 	des 	2 	358 	-107 	384.1 	-461 	0.71 	-0.06 	35 	-4
125. 	FNAL_GPGRID_5 	des 	8 	4 	-1,176 	0 	-421 	0.0 	-0.93 	0 	-12
126. 	FNAL_GPGRID_5 	des 	16 	0 	-4 	0 	-18 	0.0 	-10.00 	0 	-63
127. 	FNAL_GPGRID_5 	des 	20 	0 	-70 	0 	-609 	0.0 	-13.91 	0 	-70
128. 	FNAL_GPGRID_5 	des 	30 	1,451 	472 	16,815.9 	8,468 	19.2 	5.78 	64 	19
129. 	FNAL_GPGRID_5 	des 	40 	0 	-1 	0 	0 	0.0 	0.00 	0 	0
130. 	FNAL_GPGRID_5 	fermilab 	8 	14,959 	-3,431 	647,555.2 	-185,989 	5.05 	0.02 	63 	0
131. 	FNAL_GPGRID_5 	glow 	1 	257 	256 	5,987.0 	5,963 	0.0 	0.00 	0 	0
132. 	FNAL_GPGRID_5 	glow 	8 	548 	402 	12,658.3 	9,426 	4.26 	0.52 	53 	6
133. 	FNAL_GPGRID_5 	hcc 	8 	486 	486 	8,482.8 	8,482 	3.49 	3.49 	44 	44
134. 	FNAL_GPGRID_5 	icecube 	8 	137 	137 	2,767.5 	2,767 	2.69 	2.69 	34 	34
135. 	FNAL_GPGRID_5 	nova 	8 	0 	-21 	0 	-7 	0.0 	0.00 	0 	0
136. 	FNAL_GPGRID_5 	osg 	1 	78 	73 	1,425.5 	1,333 	0.0 	0.00 	0 	0
137. 	FNAL_GPGRID_5 	osg 	8 	527 	238 	8,835.5 	3,066 	4.69 	-0.76 	59 	-9
138. 	FNAL_GPGRID_5 	sbgrid 	8 	64 	62 	357.4 	329 	4.82 	-0.58 	60 	-8
139. 	FNAL_WILSON 	aclcntrl (nr) 	1 	111 	-79 	262.7 	-85 	0.96 	-0.40 	96 	-40
140. 	FNAL_WILSON 	booster (nr) 	1 	57 	54 	27.5 	27 	10.7 	-20.86 	1,070 	-2,086
141. 	FNAL_WILSON 	booster (nr) 	2 	0 	-2 	0 	0 	0.0 	-63.14 	0 	-3,157
142. 	FNAL_WILSON 	booster (nr) 	4 	130 	74 	2,365.1 	1,868 	127.72 	-0.03 	3,193 	-1
143. 	FNAL_WILSON 	cms-mt-tests (nr) 	1 	1 	-71 	0 	-143 	0.0 	-84.16 	0 	-8,416
144. 	FNAL_WILSON 	desnnet (nr) 	1 	101 	15 	216.4 	175 	1.38 	0.32 	138 	32
145. 	FNAL_WILSON 	desnnet (nr) 	2 	0 	-1 	0 	0 	0.0 	-0.71 	0 	-36
146. 	FNAL_WILSON 	g4 (nr) 	1 	7 	-28 	8.3 	-1 	1.02 	0.99 	102 	99
147. 	FNAL_WILSON 	g4p (nr) 	1 	452 	-216 	374.7 	-1,298 	21.49 	15.79 	2,149 	1,579
148. 	FNAL_WILSON 	genmc (nr) 	1 	3 	-3 	3.4 	-8 	0.17 	0.17 	17 	17
149. 	FNAL_WILSON 	genmc (nr) 	24 	3 	-55 	0 	-2 	254.07 	-85.98 	1,059 	-358
150. 	FNAL_WILSON 	iota (nr) 	1 	23 	21 	14.4 	13 	26.35 	14.93 	2,635 	1,493
151. 	FNAL_WILSON 	iota (nr) 	2 	57 	34 	87.7 	75 	53.68 	30.58 	2,684 	1,529
152. 	FNAL_WILSON 	iota (nr) 	4 	8 	4 	15.3 	12 	118.56 	70.93 	2,964 	1,773
153. 	FNAL_WILSON 	iota (nr) 	6 	11 	11 	29.2 	29 	150.37 	150.37 	2,506 	2,506
154. 	FNAL_WILSON 	iota (nr) 	8 	4 	4 	16.5 	16 	252.28 	252.28 	3,154 	3,154
155. 	FNAL_WILSON 	iota (nr) 	12 	4 	2 	17.9 	17 	143.92 	119.89 	1,199 	999
156. 	FNAL_WILSON 	iota (nr) 	20 	1 	-1 	8.4 	8 	239.89 	218.98 	1,199 	1,094
157. 	FNAL_WILSON 	lqcdadmin (nr) 	1 	1 	-10 	0.1 	-2 	0.01 	-3.09 	1 	-309
158. 	FNAL_WILSON 	lqcdadmin (nr) 	2 	1 	0 	0.4 	0 	0.0 	0.00 	0 	0
159. 	FNAL_WILSON 	lqcdadmin (nr) 	4 	0 	-5 	0 	0 	0.0 	-46.70 	0 	-1,168
160. 	FNAL_WILSON 	lqcdadmin (nr) 	48 	0 	-1 	0 	0 	0.0 	-15.21 	0 	-32
161. 	FNAL_WILSON 	lqcdg (nr) 	1 	2 	-10 	16.1 	-54 	0.0 	-0.07 	0 	-7
162. 	FNAL_WILSON 	mi (nr) 	1 	1 	-269 	0.1 	-3,741 	0.0 	-29.84 	0 	-2,984
163. 	FNAL_WILSON 	mi (nr) 	2 	0 	-21 	0 	-3 	0.0 	-41.91 	0 	-2,096
164. 	FNAL_WILSON 	mi (nr) 	3 	0 	-1 	0 	0 	0.0 	-34.01 	0 	-1,134
165. 	FNAL_WILSON 	mi (nr) 	4 	0 	-1 	0 	0 	0.0 	-23.69 	0 	-592
166. 	FNAL_WILSON 	mi (nr) 	5 	0 	-8 	0 	-14 	0.0 	-39.14 	0 	-783
167. 	FNAL_WILSON 	mi (nr) 	6 	0 	-6 	0 	0 	0.0 	-69.55 	0 	-1,159
168. 	FNAL_WILSON 	mi (nr) 	7 	0 	-1 	0 	0 	0.0 	-80.92 	0 	-1,156
169. 	FNAL_WILSON 	mi (nr) 	8 	4 	-2 	70.1 	67 	255.45 	6.06 	3,193 	76
170. 	FNAL_WILSON 	mi (nr) 	12 	0 	-1 	0 	0 	0.0 	0.00 	0 	0
171. 	FNAL_WILSON 	mi (nr) 	16 	1 	1 	11.0 	10 	511.02 	511.02 	3,194 	3,194
172. 	FNAL_WILSON 	mi (nr) 	31 	0 	-7 	0 	-1 	0.0 	-930.41 	0 	-3,001
173. 	FNAL_WILSON 	minervag (nr) 	1 	10 	-2 	1.2 	-9 	3.65 	2.51 	365 	251
174. 	FNAL_WILSON 	nnet (nr) 	1 	2 	-3 	31.6 	-80 	0.68 	-0.37 	68 	-37
175. 	FNAL_WILSON 	nuosc (nr) 	1 	0 	-1 	0 	0 	0.0 	0.00 	0 	0
176. 	FNAL_WILSON 	qcdloop (nr) 	2 	16 	16 	8.3 	8 	63.12 	63.12 	3,156 	3,156
177. 	FNAL_WILSON 	qcdloop (nr) 	4 	4 	4 	0.2 	0 	116.1 	116.10 	2,902 	2,902
178. 	FNAL_WILSON 	qcdloop (nr) 	6 	4 	4 	20.5 	20 	185.09 	185.09 	3,085 	3,085
179. 	FNAL_WILSON 	qcdloop (nr) 	8 	16 	13 	0.8 	0 	162.36 	-87.60 	2,029 	-1,096
180. 	FNAL_WILSON 	qcdloop (nr) 	12 	4 	1 	0.5 	0 	138.65 	-2.35 	1,155 	-20
181. 	FNAL_WILSON 	qcdloop (nr) 	16 	2 	2 	13.7 	13 	487.75 	487.75 	3,048 	3,048
182. 	FNAL_WILSON 	qcdloop (nr) 	20 	3 	3 	13.8 	13 	235.67 	235.67 	1,178 	1,178
183. 	FNAL_WILSON 	qcdloop (nr) 	24 	3 	3 	0.5 	0 	279.79 	279.79 	1,166 	1,166
184. 	FNAL_WILSON 	usertest (nr) 	1 	85 	17 	0.3 	0 	6.26 	6.26 	626 	626
185. 	FNAL_WILSON 	usertest (nr) 	5 	0 	-11 	0 	-2 	0.0 	-158.87 	0 	-3,177
186. 	FNAL_WILSON 	uslarp (nr) 	1 	69 	48 	46.2 	46 	24.83 	24.83 	2,483 	2,483
187. 	FNAL_WILSON 	uslarp (nr) 	2 	19 	18 	243.1 	243 	52.04 	52.04 	2,602 	2,602
188. 	FNAL_WILSON 	uslarp (nr) 	3 	4 	4 	28.7 	28 	35.98 	35.98 	1,199 	1,199
189. 	FNAL_WILSON 	uslarp (nr) 	4 	4 	-8 	27.2 	-41 	127.91 	79.15 	3,198 	1,979
190. 	FNAL_WILSON 	uslarp (nr) 	5 	1 	1 	24.0 	24 	59.97 	59.97 	1,199 	1,199
191. 	FNAL_WILSON 	uslarp (nr) 	6 	62 	13 	767.4 	550 	71.97 	0.01 	1,199 	0
192. 	FNAL_WILSON 	uslarp (nr) 	8 	95 	-4 	806.8 	210 	247.01 	-8.84 	3,088 	-110
193. 	FNAL_WILSON 	uslarp (nr) 	10 	0 	-16 	0 	-128 	0.0 	-119.94 	0 	-1,199
194. 	FNAL_WILSON 	uslarp (nr) 	12 	28 	-13 	225.8 	-135 	143.92 	-1.76 	1,199 	-15
195. 	FNAL_WILSON 	uslarp (nr) 	16 	4 	2 	20.0 	-16 	511.6 	-0.17 	3,197 	-2
196. 	FNAL_WILSON 	uslarp (nr) 	20 	0 	-1 	0 	-3 	0.0 	-639.24 	0 	-3,196
197. 	FNAL_WILSON 	uslarp (nr) 	24 	11 	11 	129.3 	129 	287.85 	287.85 	1,199 	1,199
198. 	FNAL_WILSON 	uslarp (nr) 	28 	0 	-1 	0 	0 	0.0 	-830.65 	0 	-2,967
199. 	FNAL_WILSON 	uslarp (nr) 	32 	0 	-3 	0 	-48 	0.0 	-1023.52 	0 	-3,198
200. 	FZU_NOVA 	nova 	1 	22,404 	-14,215 	714,577.2 	44,495 	0.74 	-0.13 	74 	-13
201. 	Fermilab-GlideinWMS-fifebatch1 	annie 	1 	15,012 	15,012 	8,542.0 	8,542 	0.27 	0.27 	27 	27
202. 	Fermilab-GlideinWMS-fifebatch1 	argoneut 	1 	21,084 	10,215 	4,882.1 	2,779 	0.77 	-0.02 	77 	-2
203. 	Fermilab-GlideinWMS-fifebatch1 	cdf 	1 	21,069 	-10,931 	123,431.9 	12,116 	0.84 	0.48 	84 	48
204. 	Fermilab-GlideinWMS-fifebatch1 	cdms 	1 	2,155 	2,145 	21,377.7 	21,377 	0.78 	0.78 	78 	78
205. 	Fermilab-GlideinWMS-fifebatch1 	coupp 	1 	938 	938 	214.4 	214 	0.35 	0.35 	35 	35
206. 	Fermilab-GlideinWMS-fifebatch1 	darkside 	1 	17,398 	5,352 	45,667.6 	-635 	0.5 	-0.37 	50 	-37
207. 	Fermilab-GlideinWMS-fifebatch1 	des 	1 	81,692 	-37,024 	103,836.6 	-41,680 	0.57 	0.10 	57 	10
208. 	Fermilab-GlideinWMS-fifebatch1 	des 	4 	13,544 	1,574 	33,833.3 	12,971 	1.25 	0.02 	31 	0
209. 	Fermilab-GlideinWMS-fifebatch1 	dune 	1 	198,464 	-69,515 	246,426.1 	-90,117 	0.95 	0.21 	95 	21
210. 	Fermilab-GlideinWMS-fifebatch1 	fermilab 	1 	1,236 	-4,198 	1,421.2 	-5,097 	0.97 	0.02 	97 	2
211. 	Fermilab-GlideinWMS-fifebatch1 	genie 	1 	163 	-472 	509.8 	-1,214 	0.68 	0.05 	68 	5
212. 	Fermilab-GlideinWMS-fifebatch1 	gm2 	1 	67,187 	-103,732 	51,141.0 	-44,939 	0.84 	-0.04 	84 	-4
213. 	Fermilab-GlideinWMS-fifebatch1 	lariat 	1 	65,188 	38,927 	43,044.9 	-22,319 	0.57 	-0.24 	57 	-24
214. 	Fermilab-GlideinWMS-fifebatch1 	mars 	1 	23,966 	-15,234 	260,588.1 	-82,932 	0.9 	0.07 	90 	7
215. 	Fermilab-GlideinWMS-fifebatch1 	microboone 	1 	468,354 	-14,140 	448,829.1 	-231,593 	0.77 	-0.02 	77 	-2
216. 	Fermilab-GlideinWMS-fifebatch1 	minerva 	1 	252,104 	53,324 	306,127.1 	-137,861 	0.75 	-0.02 	75 	-2
217. 	Fermilab-GlideinWMS-fifebatch1 	minos 	1 	294,202 	162,103 	738,767.2 	63,450 	0.96 	0.13 	96 	13
218. 	Fermilab-GlideinWMS-fifebatch1 	mu2e 	1 	135,229 	71,655 	373,039.6 	112,737 	0.84 	0.08 	84 	8
219. 	Fermilab-GlideinWMS-fifebatch1 	nova 	1 	341,120 	-38,596 	1,485,629.9 	-427,363 	0.71 	0.02 	71 	2
220. 	Fermilab-GlideinWMS-fifebatch1 	numix 	1 	0 	-1,595 	0 	-3,448 	0.0 	-0.23 	0 	-23
221. 	Fermilab-GlideinWMS-fifebatch1 	sbnd 	1 	800 	-15,006 	24.1 	-177,329 	0.37 	-0.56 	37 	-56
222. 	Fermilab-GlideinWMS-fifebatch1 	seaquest 	1 	6,502 	-2,968 	14,447.7 	-15,895 	0.83 	-0.07 	83 	-7
223. 	GLOW 	cms 	1 	281,404 	-306,653 	726,530.3 	160,658 	0.69 	-0.16 	69 	-16
224. 	GLOW 	cms 	8 	7,537 	-3,084 	225,888.3 	-56,968 	4.72 	-0.73 	59 	-9
225. 	GLOW 	glow 	1 	1,330,198 	996,752 	379,169.3 	-20,898 	0.0 	0.00 	0 	0
226. 	GLOW 	lz 	1 	24 	24 	0.9 	0 	0.52 	0.52 	52 	52
227. 	GLOW-CMS 	cms 	1 	10,893 	-4,273 	214.0 	-52 	0.14 	-0.08 	14 	-8
228. 	GLOW-CMS 	cms 	8 	8,062 	-3,184 	267,077.4 	-44,445 	4.7 	-0.73 	59 	-9
229. 	GLOW-CONDOR-CE 	cms 	1 	11,706 	-3,912 	327.4 	49 	0.37 	0.15 	37 	15
230. 	GLOW-CONDOR-CE 	cms 	8 	6,498 	-2,362 	182,075.3 	-34,807 	4.82 	-0.53 	60 	-7
231. 	GLOW-OSG 	atlas 	1 	24,519 	-5,420 	161,581.8 	45,810 	0.64 	0.08 	64 	8
232. 	GLOW-OSG 	bitp (nr) 	1 	0 	-4 	0 	-181 	0.0 	0.00 	0 	0
233. 	GLOW-OSG 	fermilab 	1 	23,947 	-9,645 	108,313.4 	-34,056 	0.51 	-0.13 	51 	-13
234. 	GLOW-OSG 	fermilab 	8 	1,663 	-2,303 	8,093.2 	-5,873 	3.21 	0.19 	40 	2
235. 	GLOW-OSG 	glow 	1 	0 	-3 	0 	0 	0.0 	0.00 	0 	0
236. 	GLOW-OSG 	hcc 	1 	12,885 	-1,514 	218,200.6 	13,430 	0.44 	0.27 	44 	27
237. 	GLOW-OSG 	nova 	1 	0 	-44 	0 	-34 	0.0 	-0.13 	0 	-13
238. 	GLOW-OSG 	nova 	8 	0 	-42 	0 	-15 	0.0 	-0.01 	0 	0
239. 	GLOW-OSG 	osg 	1 	15,337 	-25,929 	332,422.8 	-544,518 	0.43 	-0.17 	43 	-17
240. 	GLOW-OSG 	osg 	8 	318 	-1,079 	9,833.6 	-38,316 	2.63 	-0.15 	33 	-2
241. 	Georgia Tech 	ligo 	1 	2,839 	-13,442 	23,332.2 	-132,946 	0.34 	0.13 	34 	13
242. 	GridUNESP_CENTRAL 	glow 	1 	16,477 	-5,045 	29,453.0 	-29,243 	0.29 	0.02 	29 	2
243. 	GridUNESP_CENTRAL 	gluex 	1 	0 	-7 	0 	-2 	0.0 	-0.02 	0 	-2
244. 	GridUNESP_CENTRAL 	gridunesp 	1 	22,842 	-13,987 	193,885.8 	-170,473 	0.68 	-0.23 	68 	-23
245. 	GridUNESP_CENTRAL 	gridunesp 	2 	86 	-223 	2,243.8 	-7,791 	1.19 	-0.01 	60 	0
246. 	GridUNESP_CENTRAL 	gridunesp 	3 	4 	1 	0 	-30 	0.48 	-0.74 	16 	-25
247. 	GridUNESP_CENTRAL 	gridunesp 	4 	69 	30 	4,477.1 	2,257 	1.1 	0.13 	27 	3
248. 	GridUNESP_CENTRAL 	gridunesp 	8 	2,360 	2,008 	57,899.4 	35,268 	3.27 	-0.35 	41 	-4
249. 	GridUNESP_CENTRAL 	gridunesp 	9 	13 	13 	2.6 	2 	0.98 	0.98 	11 	11
250. 	GridUNESP_CENTRAL 	gridunesp 	10 	6 	-69 	0.2 	-6,167 	7.99 	-1.14 	80 	-11
251. 	GridUNESP_CENTRAL 	gridunesp 	12 	5 	-79 	24.0 	-1,119 	9.62 	7.70 	80 	64
252. 	GridUNESP_CENTRAL 	gridunesp 	16 	162 	139 	6,809.7 	6,446 	15.23 	2.34 	95 	14
253. 	GridUNESP_CENTRAL 	gridunesp 	18 	1 	1 	0 	0 	13.63 	13.63 	76 	76
254. 	GridUNESP_CENTRAL 	gridunesp 	24 	45 	39 	561.3 	536 	13.02 	6.28 	54 	26
255. 	GridUNESP_CENTRAL 	gridunesp 	25 	0 	-2 	0 	-1 	0.0 	-22.07 	0 	-88
256. 	GridUNESP_CENTRAL 	gridunesp 	26 	0 	-1 	0 	-5 	0.0 	-6.07 	0 	-23
257. 	GridUNESP_CENTRAL 	gridunesp 	27 	0 	-6 	0 	-98 	0.0 	-6.76 	0 	-25
258. 	GridUNESP_CENTRAL 	gridunesp 	28 	2 	-3 	284.8 	-20 	5.02 	-0.55 	18 	-2
259. 	GridUNESP_CENTRAL 	gridunesp 	29 	0 	-3 	0 	-42 	0.0 	-7.00 	0 	-24
260. 	GridUNESP_CENTRAL 	gridunesp 	30 	0 	-3 	0 	-20 	0.0 	-6.99 	0 	-23
261. 	GridUNESP_CENTRAL 	gridunesp 	31 	0 	-1 	0 	-8 	0.0 	-7.06 	0 	-23
262. 	GridUNESP_CENTRAL 	gridunesp 	32 	35 	1 	1,563.2 	885 	12.68 	-0.89 	40 	-2
263. 	GridUNESP_CENTRAL 	gridunesp 	48 	4 	4 	0.1 	0 	16.88 	16.88 	35 	35
264. 	GridUNESP_CENTRAL 	gridunesp 	64 	16 	6 	484.5 	356 	45.56 	-18.21 	71 	-29
265. 	GridUNESP_CENTRAL 	gridunesp 	72 	2 	2 	0.1 	0 	10.75 	10.75 	15 	15
266. 	GridUNESP_CENTRAL 	gridunesp 	100 	81 	74 	992.9 	987 	89.86 	-4.07 	90 	-4
267. 	GridUNESP_CENTRAL 	gridunesp 	128 	0 	-1 	0 	0 	0.0 	-1.14 	0 	-1
268. 	GridUNESP_CENTRAL 	gridunesp 	150 	4 	4 	71.8 	71 	96.99 	96.99 	65 	65
269. 	GridUNESP_CENTRAL 	hcc 	1 	14,487 	-3,539 	5,602.4 	-6,763 	0.08 	0.07 	8 	7
270. 	GridUNESP_CENTRAL 	ilc 	1 	22 	-166 	9.7 	-119 	0.46 	0.40 	46 	40
271. 	GridUNESP_CENTRAL 	osg 	1 	12,055 	-17,513 	34,713.1 	-48,096 	0.12 	0.03 	12 	3
272. 	GridUNESP_CENTRAL 	sbgrid 	1 	1,724 	340 	1,395.2 	-1,560 	0.36 	0.25 	36 	25
273. 	HCC Submitter login.crane.hcc.unl.edu 	hcc 	1 	163,040 	56,313 	1,855,166.2 	612,927 	0.28 	0.19 	28 	19
274. 	HOSTED_OSU_CE 	osg 	1 	91 	-1,681 	120.0 	-6,798 	0.0 	0.00 	0 	0
275. 	HOSTED_STANFORD 	fermilab 	8 	518 	-5,540 	3,832.8 	1,156 	0.0 	0.00 	0 	0
276. 	HOSTED_STANFORD 	glow 	8 	1,872 	-9,452 	19,416.8 	-10,631 	0.0 	0.00 	0 	0
277. 	HOSTED_STANFORD 	icecube 	8 	191 	191 	2,281.7 	2,281 	0.0 	0.00 	0 	0
278. 	HOSTED_STANFORD 	osg 	8 	1,095 	-457 	19,066.2 	-5,656 	0.0 	0.00 	0 	0
279. 	HOSTED_STANFORD 	sbgrid 	8 	86 	-43 	784.2 	-376 	0.0 	0.00 	0 	0
280. 	Hyak_CE 	atlas 	1 	12,879 	-13,783 	9,472.0 	-2,730 	1.92 	-0.51 	192 	-51
281. 	Hyak_CE 	fermilab 	1 	23,699 	648 	10,794.3 	1,535 	0.81 	0.81 	81 	81
282. 	Hyak_CE 	fermilab 	8 	1,621 	-36,022 	579.1 	-12,966 	0.02 	0.00 	0 	0
283. 	Hyak_CE 	glow 	1 	6,041 	-20,569 	15,942.9 	-41,491 	0.0 	0.00 	0 	0
284. 	Hyak_CE 	glow 	8 	5,314 	-21,133 	12,657.7 	-39,930 	3.59 	-0.17 	45 	-2
285. 	Hyak_CE 	microboone 	1 	0 	-14,608 	0 	-6,009 	0.0 	0.00 	0 	0
286. 	Hyak_CE 	mis 	1 	36 	36 	0 	0 	0.26 	0.26 	26 	26
287. 	Hyak_CE 	mis 	4 	2 	2 	0 	0 	0.0 	0.00 	0 	0
288. 	Hyak_CE 	nova 	1 	0 	-4 	0 	-1 	0.0 	0.00 	0 	0
289. 	Hyak_CE 	osg 	1 	40,205 	23,933 	116,610.7 	74,985 	1.33 	1.33 	133 	133
290. 	Hyak_CE 	osg 	8 	5,186 	-11,041 	12,391.4 	-25,473 	3.05 	-0.47 	38 	-6
291. 	IIT_SUBMIT 	osg 	1 	1,132 	1,132 	5.0 	4 	1.27 	1.27 	127 	127
292. 	IU-CSIU 	osg 	1 	1,287,169 	150,479 	2,471,126.8 	227,271 	0.84 	0.09 	84 	9
293. 	JINR_Cloud 	nova 	1 	10,114 	-4,258 	40,194.6 	-3,210 	0.7 	-0.03 	70 	-3
294. 	Lucille_CE 	atlas 	1 	17,771 	-6,856 	109,699.2 	15,723 	0.96 	0.05 	96 	5
295. 	Lucille_CE 	atlas 	8 	6,874 	-348 	34,371.1 	-37,867 	7.51 	-0.01 	94 	0
296. 	MIT_CMS 	atlas 	1 	22,141 	-6,789 	19,820.2 	-6,789 	0.39 	-0.08 	39 	-8
297. 	MIT_CMS 	cms 	1 	22,634 	-3,758 	832.9 	-144 	0.06 	0.00 	6 	0
298. 	MIT_CMS 	cms 	8 	17,745 	-2,958 	306,819.5 	-97,242 	5.54 	0.40 	69 	5
299. 	MIT_CMS 	fermilab 	8 	1,791 	-437 	3,396.3 	-2,328 	0.37 	-3.50 	5 	-43
300. 	MIT_CMS 	ilc 	1 	104 	-704 	11.5 	-367 	0.07 	0.03 	7 	3
301. 	MIT_CMS 	nova 	8 	0 	-46 	0 	-15 	0.0 	-0.01 	0 	0
302. 	MIT_CMS 	osg 	8 	10,933 	7,825 	19,302.6 	-53,883 	0.76 	-0.03 	10 	0
303. 	MIT_CMS 	sbgrid 	8 	132 	41 	74.6 	42 	0.12 	-0.51 	2 	-6
304. 	MIT_CMS_2 	cms 	1 	11,297 	-1,834 	413.4 	-70 	0.06 	0.00 	6 	0
305. 	MIT_CMS_2 	cms 	8 	8,526 	-1,666 	197,777.6 	-5,993 	5.6 	0.48 	70 	6
306. 	MIT_CMS_2 	ilc 	1 	56 	-464 	5.3 	-229 	0.08 	0.04 	8 	4
307. 	MIT_SUBMIT 	osg 	1 	7,617 	5,763 	30,975.7 	18,825 	0.78 	0.16 	78 	16
308. 	MIT_SUBMIT 	osg 	8 	13 	1 	69.5 	44 	4.75 	-1.28 	59 	-16
309. 	MWT2 	atlas 	1 	446,417 	-389,255 	167,858.5 	-1,040,660 	0.52 	-0.09 	52 	-9
310. 	MWT2 	atlas 	8 	19,609 	-37,413 	28,320.9 	8,930 	2.87 	-0.77 	36 	-9
311. 	MWT2 	cms 	1 	13,509 	-2,909 	155.9 	-67 	0.27 	0.05 	27 	5
312. 	MWT2 	cms 	8 	494 	-105 	537.3 	-73 	3.83 	-0.44 	48 	-5
313. 	MWT2 	connect (nr) 	1 	0 	-659,198 	0 	-166,183 	0.0 	-0.73 	0 	-73
314. 	MWT2 	connect (nr) 	8 	0 	-130,010 	0 	-2,322 	0.0 	-2.99 	0 	-37
315. 	MWT2 	fermilab 	1 	27,395 	3,602 	9,928.3 	1,358 	0.03 	0.01 	3 	1
316. 	MWT2 	fermilab 	8 	2,108 	-2,056 	1,413.9 	-146 	1.27 	0.94 	16 	12
317. 	MWT2 	glow 	1 	27,413 	9,581 	36,402.4 	-18,341 	0.71 	-0.12 	71 	-12
318. 	MWT2 	glow 	8 	1,531 	-2,380 	5,199.2 	-3,455 	2.3 	-0.70 	29 	-8
319. 	MWT2 	hcc 	1 	14,163 	-7,926 	20,255.9 	-8,217 	0.57 	0.23 	57 	23
320. 	MWT2 	microboone 	1 	4,195 	3,665 	1,519.1 	1,334 	0.02 	0.00 	2 	0
